assigned_resource,created_at,display_detail_zh,display_name_zh,eligible_resources,estimated_duration,failure_reason,finished_at,motion_constraints,nest_id,order_id,payload,predecessors,priority,ready_at,recovery_for,required_tool,required_zones,reservation_id,retry_count,retry_limit,route_phase,sequence_index,started_at,station_capabilities,station_id,status,status_zh,successors,task_id,task_type,tray_id,unit_id
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,双巢位转台换位,"[""TURNTABLE""]",2.0,,641.4499999999643,"{""s_curve"": true, ""rotation_deg"": 180.0, ""settle_s"": 0.3}",,ORDER_002,"{""assembly_tray"": ""tray_02"", ""process_tray"": ""tray_01""}","[""ORDER_002_U01_INSPECT_BRAZING"", ""ORDER_002_U02_PLACE_BASE""]",3,639.3999999999662,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_TABLE2_PROCESS"", ""ZONE_TURNTABLE_SWEEP""]",,0,0,,90,639.3999999999662,"[""SYNCHRONOUS_NEST_SWAP""]",,SUCCEEDED,已完成,"[""ORDER_002_SWAP_02_VERIFY""]",ORDER_002_SWAP_02,ROTATE_TABLE2,,ORDER_002_TURNTABLE
ARM1,0.0,工件1 · 翅片2,夹取翅片,"[""ARM1""]",8.0,,135.34999999999653,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.03, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL"", ""ORDER_003_U01_INSTALL_FIN_01""]",10,127.3499999999949,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000013-MOTION-ORDER_003_U01_PICK_FIN_02,0,2,MATERIAL_READY,9,127.3499999999949,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_02""]",ORDER_003_U01_PICK_FIN_02,PICK_FIN,tray_01,ORDER_003_UNIT_01
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,确认转台停稳对位,"[""TURNTABLE""]",0.3,,267.15000000002647,{},,ORDER_001,{},"[""ORDER_001_SWAP_02""]",5,266.8500000000264,,,"[""ZONE_TURNTABLE_SWEEP""]",,0,0,,66,266.8500000000264,"[""SYNCHRONOUS_NEST_SWAP""]",,SUCCEEDED,已完成,"[""ORDER_001_U02_DISPENSE"", ""ORDER_001_U01_FETCH_COMB""]",ORDER_001_SWAP_02_VERIFY,VERIFY_TURNTABLE,,ORDER_001_TURNTABLE
TURNTABLE,0.0,当前工件 · 双巢位 · 180度同步换位,确认转台停稳对位,"[""TURNTABLE""]",0.3,,641.799999999964,{},,ORDER_002,{},"[""ORDER_002_SWAP_02""]",3,641.4499999999643,,,"[""ZONE_TURNTABLE_SWEEP""]",,0,0,,91,641.4499999999643,"[""SYNCHRONOUS_NEST_SWAP""]",,SUCCEEDED,已完成,"[""ORDER_002_U02_DISPENSE"", ""ORDER_002_U01_FETCH_COMB""]",ORDER_002_SWAP_02_VERIFY,VERIFY_TURNTABLE,,ORDER_002_TURNTABLE
ARM1,0.0,工件1 · 翅片2,安装翅片,"[""ARM1""]",10.0,,145.3499999999988,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.03, 0.0315]}","[""ORDER_003_U01_PICK_FIN_02""]",10,135.34999999999653,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000014-MOTION-ORDER_003_U01_INSTALL_FIN_02,0,2,MATERIAL_READY,10,135.34999999999653,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_03"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_02,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
ARM2,0.0,工件2 · 共10条钎料路径,涂覆钎料,"[""ARM2""]",24.0,,291.1500000000319,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""tool_z_vertical_tolerance_deg"": 0.1}",NEST_B,ORDER_001,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path"", ""slot_05_left_brazing_path"", ""slot_05_right_brazing_path""], ""material_speed_m_s"": 0.1, ""nozzle_tip_height_m"": 0.0015, ""nozzle_spacing_m"": 0.005}","[""ORDER_001_SWAP_02_VERIFY""]",5,267.15000000002647,,brazing_dispenser,"[""ZONE_TABLE2_PROCESS""]",RES-000029-MOTION-ORDER_001_U02_DISPENSE,0,2,BASE_READY,27,267.15000000002647,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_001_U02_INSPECT_BRAZING""]",ORDER_001_U02_DISPENSE,DISPENSE_BRAZING,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_20mm,龙门取出梳齿模块,"[""CHANGEOVER_GANTRY""]",2.5,,269.65000000002703,{},NEST_A,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_SWAP_02_VERIFY""]",5,267.15000000002647,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,69,267.15000000002647,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_INSTALL_COMB""]",ORDER_001_U01_FETCH_COMB,FETCH_COMB,tray_01,ORDER_001_UNIT_01
ARM2,0.0,工件2 · 共8条钎料路径,涂覆钎料,"[""ARM2""]",24.0,,665.8499999999422,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""tool_z_vertical_tolerance_deg"": 0.1}",NEST_B,ORDER_002,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path""], ""material_speed_m_s"": 0.1, ""nozzle_tip_height_m"": 0.0015, ""nozzle_spacing_m"": 0.005}","[""ORDER_002_SWAP_02_VERIFY""]",3,641.799999999964,,brazing_dispenser,"[""ZONE_TABLE2_PROCESS""]",RES-000064-MOTION-ORDER_002_U02_DISPENSE,0,2,BASE_READY,25,641.799999999964,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_002_U02_INSPECT_BRAZING""]",ORDER_002_U02_DISPENSE,DISPENSE_BRAZING,tray_02,ORDER_002_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_30mm,龙门取出梳齿模块,"[""CHANGEOVER_GANTRY""]",2.5,,644.3499999999617,{},NEST_A,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_SWAP_02_VERIFY""]",3,641.799999999964,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,96,641.799999999964,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_INSTALL_COMB""]",ORDER_002_U01_FETCH_COMB,FETCH_COMB,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片3,夹取翅片,"[""ARM1""]",8.0,,153.35000000000062,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_03"", ""target_position"": [0.0, -0.015, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL"", ""ORDER_003_U01_INSTALL_FIN_02""]",10,145.3499999999988,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000015-MOTION-ORDER_003_U01_PICK_FIN_03,0,2,MATERIAL_READY,11,145.3499999999988,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_03""]",ORDER_003_U01_PICK_FIN_03,PICK_FIN,tray_01,ORDER_003_UNIT_01
ARM3,0.0,工件2 · 共10条钎料路径,检测钎料涂覆,"[""ARM3""]",10.0,,302.9000000000346,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_001,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path"", ""slot_05_left_brazing_path"", ""slot_05_right_brazing_path""]}","[""ORDER_001_U02_DISPENSE""]",5,291.1500000000319,,,"[""ZONE_TABLE2_PROCESS""]",RES-000033-MOTION-ORDER_001_U02_INSPECT_BRAZING,0,2,BASE_READY,28,292.9000000000323,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_001_SWAP_RETURN_FINAL""]",ORDER_001_U02_INSPECT_BRAZING,INSPECT_BRAZING,tray_02,ORDER_001_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_20mm,安装前后梳齿模块,"[""CHANGEOVER_GANTRY""]",3.0,,272.6500000000277,{},NEST_A,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U01_FETCH_COMB""]",5,269.65000000002703,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,70,269.65000000002703,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_VERIFY_COMB""]",ORDER_001_U01_INSTALL_COMB,INSTALL_COMB,tray_01,ORDER_001_UNIT_01
ARM3,0.0,工件2 · 共8条钎料路径,检测钎料涂覆,"[""ARM3""]",10.0,,675.899999999933,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_B,ORDER_002,"{""path_ids"": [""slot_01_left_brazing_path"", ""slot_01_right_brazing_path"", ""slot_02_left_brazing_path"", ""slot_02_right_brazing_path"", ""slot_03_left_brazing_path"", ""slot_03_right_brazing_path"", ""slot_04_left_brazing_path"", ""slot_04_right_brazing_path""]}","[""ORDER_002_U02_DISPENSE""]",3,665.8499999999422,,,"[""ZONE_TABLE2_PROCESS""]",RES-000067-MOTION-ORDER_002_U02_INSPECT_BRAZING,0,2,BASE_READY,26,665.8499999999422,"[""BRAZING"", ""MATERIAL_INSPECTION""]",TABLE2_PROCESS,SUCCEEDED,已完成,"[""ORDER_002_SWAP_03""]",ORDER_002_U02_INSPECT_BRAZING,INSPECT_BRAZING,tray_02,ORDER_002_UNIT_02
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_30mm,安装前后梳齿模块,"[""CHANGEOVER_GANTRY""]",3.0,,647.3999999999589,{},NEST_A,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U01_FETCH_COMB""]",3,644.3499999999617,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,97,644.3499999999617,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_VERIFY_COMB""]",ORDER_002_U01_INSTALL_COMB,INSTALL_COMB,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片3,安装翅片,"[""ARM1""]",10.0,,163.3500000000029,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_03"", ""target_position"": [0.0, -0.015, 0.0315]}","[""ORDER_003_U01_PICK_FIN_03""]",10,153.35000000000062,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000016-MOTION-ORDER_003_U01_INSTALL_FIN_03,0,2,MATERIAL_READY,12,153.35000000000062,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_04"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_03,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_20mm,验证梳齿模块锁定,"[""CHANGEOVER_GANTRY""]",0.5,,273.15000000002783,{},NEST_A,ORDER_001,"{""module_name"": ""comb_insert_20mm""}","[""ORDER_001_U01_INSTALL_COMB""]",5,272.6500000000277,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,71,272.6500000000277,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_CONFIGURE_COMB""]",ORDER_001_U01_VERIFY_COMB,VERIFY_COMB,tray_01,ORDER_001_UNIT_01
CHANGEOVER_GANTRY,0.0,工件1 · comb_insert_30mm,验证梳齿模块锁定,"[""CHANGEOVER_GANTRY""]",0.5,,647.9499999999584,{},NEST_A,ORDER_002,"{""module_name"": ""comb_insert_30mm""}","[""ORDER_002_U01_INSTALL_COMB""]",3,647.3999999999589,,,"[""ZONE_TABLE2_ASSEMBLY"", ""ZONE_CHANGEOVER_GANTRY""]",,0,0,MATERIAL_READY,98,647.3999999999589,[],TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_CONFIGURE_COMB""]",ORDER_002_U01_VERIFY_COMB,VERIFY_COMB,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片4,夹取翅片,"[""ARM1""]",8.0,,171.3500000000047,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_04"", ""target_position"": [0.0, 0.0, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL"", ""ORDER_003_U01_INSTALL_FIN_03""]",10,163.3500000000029,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000017-MOTION-ORDER_003_U01_PICK_FIN_04,0,2,MATERIAL_READY,13,163.3500000000029,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_04""]",ORDER_003_U01_PICK_FIN_04,PICK_FIN,tray_01,ORDER_003_UNIT_01
FIXTURE,0.0,工件1 · 20毫米梳齿模块,安装梳齿夹具,"[""FIXTURE""]",2.0,,275.1500000000283,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_001,"{""comb_module_name"": ""comb_insert_20mm""}","[""ORDER_001_U01_VERIFY_COMB""]",5,273.15000000002783,,,"[""ZONE_TABLE2_ASSEMBLY""]",,0,0,MATERIAL_READY,6,273.15000000002783,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_PICK_FIN_01"", ""ORDER_001_U01_PICK_FIN_02"", ""ORDER_001_U01_PICK_FIN_03"", ""ORDER_001_U01_PICK_FIN_04"", ""ORDER_001_U01_PICK_FIN_05""]",ORDER_001_U01_CONFIGURE_COMB,CONFIGURE_COMB,tray_01,ORDER_001_UNIT_01
FIXTURE,0.0,工件1 · 30毫米梳齿模块,安装梳齿夹具,"[""FIXTURE""]",2.0,,649.9999999999566,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02}",NEST_A,ORDER_002,"{""comb_module_name"": ""comb_insert_30mm""}","[""ORDER_002_U01_VERIFY_COMB""]",3,647.9499999999584,,,"[""ZONE_TABLE2_ASSEMBLY""]",,0,0,MATERIAL_READY,6,647.9499999999584,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_PICK_FIN_01"", ""ORDER_002_U01_PICK_FIN_02"", ""ORDER_002_U01_PICK_FIN_03"", ""ORDER_002_U01_PICK_FIN_04""]",ORDER_002_U01_CONFIGURE_COMB,CONFIGURE_COMB,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片4,安装翅片,"[""ARM1""]",10.0,,181.350000000007,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_04"", ""target_position"": [0.0, 0.0, 0.0315]}","[""ORDER_003_U01_PICK_FIN_04""]",10,171.3500000000047,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000018-MOTION-ORDER_003_U01_INSTALL_FIN_04,0,2,MATERIAL_READY,14,171.3500000000047,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_05"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_04,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件1 · 翅片1,夹取翅片,"[""ARM1""]",8.0,,283.1500000000301,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_001,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.04, 0.034]}","[""ORDER_001_U01_CONFIGURE_COMB"", ""ORDER_001_U01_PREPARE_FIN_TOOL""]",5,275.1500000000283,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000030-MOTION-ORDER_001_U01_PICK_FIN_01,0,2,MATERIAL_READY,7,275.1500000000283,[],,SUCCEEDED,已完成,"[""ORDER_001_U01_INSTALL_FIN_01""]",ORDER_001_U01_PICK_FIN_01,PICK_FIN,tray_01,ORDER_001_UNIT_01
ARM1,0.0,工件1 · 翅片1,夹取翅片,"[""ARM1""]",8.0,,658.0499999999493,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_002,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.045, 0.034]}","[""ORDER_002_U01_CONFIGURE_COMB"", ""ORDER_002_U01_PREPARE_FIN_TOOL""]",3,649.9999999999566,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000065-MOTION-ORDER_002_U01_PICK_FIN_01,0,2,MATERIAL_READY,7,649.9999999999566,[],,SUCCEEDED,已完成,"[""ORDER_002_U01_INSTALL_FIN_01""]",ORDER_002_U01_PICK_FIN_01,PICK_FIN,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片5,夹取翅片,"[""ARM1""]",8.0,,189.3500000000088,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_05"", ""target_position"": [0.0, 0.015, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL"", ""ORDER_003_U01_INSTALL_FIN_04""]",10,181.350000000007,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000019-MOTION-ORDER_003_U01_PICK_FIN_05,0,2,MATERIAL_READY,15,181.350000000007,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_05""]",ORDER_003_U01_PICK_FIN_05,PICK_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件1 · 翅片1,安装翅片,"[""ARM1""]",10.0,,293.1500000000324,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_001,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.04, 0.034]}","[""ORDER_001_U01_PICK_FIN_01""]",5,283.1500000000301,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000032-MOTION-ORDER_001_U01_INSTALL_FIN_01,0,2,MATERIAL_READY,8,283.1500000000301,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_PICK_FIN_02"", ""ORDER_001_U01_INSPECT_FINS""]",ORDER_001_U01_INSTALL_FIN_01,INSTALL_FIN,tray_01,ORDER_001_UNIT_01
ARM1,0.0,工件1 · 翅片1,安装翅片,"[""ARM1""]",10.0,,668.0999999999401,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_002,"{""fin_id"": ""fin_01"", ""target_position"": [0.0, -0.045, 0.034]}","[""ORDER_002_U01_PICK_FIN_01""]",3,658.0499999999493,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000066-MOTION-ORDER_002_U01_INSTALL_FIN_01,0,2,MATERIAL_READY,8,658.0499999999493,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_PICK_FIN_02"", ""ORDER_002_U01_INSPECT_FINS""]",ORDER_002_U01_INSTALL_FIN_01,INSTALL_FIN,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片5,安装翅片,"[""ARM1""]",10.0,,199.35000000001108,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_05"", ""target_position"": [0.0, 0.015, 0.0315]}","[""ORDER_003_U01_PICK_FIN_05""]",10,189.3500000000088,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000020-MOTION-ORDER_003_U01_INSTALL_FIN_05,0,2,MATERIAL_READY,16,189.3500000000088,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_06"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_05,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件1 · 翅片2,夹取翅片,"[""ARM1""]",8.0,,301.1500000000342,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_001,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.02, 0.034]}","[""ORDER_001_U01_CONFIGURE_COMB"", ""ORDER_001_U01_PREPARE_FIN_TOOL"", ""ORDER_001_U01_INSTALL_FIN_01""]",5,293.1500000000324,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000034-MOTION-ORDER_001_U01_PICK_FIN_02,0,2,MATERIAL_READY,9,293.1500000000324,[],,SUCCEEDED,已完成,"[""ORDER_001_U01_INSTALL_FIN_02""]",ORDER_001_U01_PICK_FIN_02,PICK_FIN,tray_01,ORDER_001_UNIT_01
ARM1,0.0,工件1 · 翅片2,夹取翅片,"[""ARM1""]",8.0,,676.1499999999328,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_002,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.015, 0.034]}","[""ORDER_002_U01_CONFIGURE_COMB"", ""ORDER_002_U01_PREPARE_FIN_TOOL"", ""ORDER_002_U01_INSTALL_FIN_01""]",3,668.0999999999401,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000068-MOTION-ORDER_002_U01_PICK_FIN_02,0,2,MATERIAL_READY,9,668.0999999999401,[],,SUCCEEDED,已完成,"[""ORDER_002_U01_INSTALL_FIN_02""]",ORDER_002_U01_PICK_FIN_02,PICK_FIN,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片6,夹取翅片,"[""ARM1""]",8.0,,207.3500000000129,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_06"", ""target_position"": [0.0, 0.03, 0.0315]}","[""ORDER_003_U01_CONFIGURE_COMB"", ""ORDER_003_U01_PREPARE_FIN_TOOL"", ""ORDER_003_U01_INSTALL_FIN_05""]",10,199.35000000001108,,parallel_gripper,"[""ZONE_TABLE1""]",RES-000021-MOTION-ORDER_003_U01_PICK_FIN_06,0,2,MATERIAL_READY,17,199.35000000001108,[],,SUCCEEDED,已完成,"[""ORDER_003_U01_INSTALL_FIN_06""]",ORDER_003_U01_PICK_FIN_06,PICK_FIN,tray_01,ORDER_003_UNIT_01
ARM1,0.0,工件1 · 翅片2,安装翅片,"[""ARM1""]",10.0,,311.15000000003647,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_001,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.02, 0.034]}","[""ORDER_001_U01_PICK_FIN_02""]",5,301.1500000000342,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000035-MOTION-ORDER_001_U01_INSTALL_FIN_02,0,2,MATERIAL_READY,10,301.1500000000342,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_001_U01_PICK_FIN_03"", ""ORDER_001_U01_INSPECT_FINS""]",ORDER_001_U01_INSTALL_FIN_02,INSTALL_FIN,tray_01,ORDER_001_UNIT_01
ARM1,0.0,工件1 · 翅片2,安装翅片,"[""ARM1""]",10.0,,686.1999999999236,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_002,"{""fin_id"": ""fin_02"", ""target_position"": [0.0, -0.015, 0.034]}","[""ORDER_002_U01_PICK_FIN_02""]",3,676.1499999999328,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000069-MOTION-ORDER_002_U01_INSTALL_FIN_02,0,2,MATERIAL_READY,10,676.1499999999328,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_002_U01_PICK_FIN_03"", ""ORDER_002_U01_INSPECT_FINS""]",ORDER_002_U01_INSTALL_FIN_02,INSTALL_FIN,tray_01,ORDER_002_UNIT_01
ARM1,0.0,工件1 · 翅片6,安装翅片,"[""ARM1""]",10.0,,217.35000000001517,"{""minimum_clearance_m"": 0.04, ""sample_interval_m"": 0.01, ""time_sample_s"": 0.02, ""lock_joint_indices"": [6]}",NEST_A,ORDER_003,"{""fin_id"": ""fin_06"", ""target_position"": [0.0, 0.03, 0.0315]}","[""ORDER_003_U01_PICK_FIN_06""]",10,207.3500000000129,,parallel_gripper,"[""ZONE_TABLE2_ASSEMBLY""]",RES-000022-MOTION-ORDER_003_U01_INSTALL_FIN_06,0,2,MATERIAL_READY,18,207.3500000000129,"[""ASSEMBLY""]",TABLE2_ASSEMBLY,SUCCEEDED,已完成,"[""ORDER_003_U01_PICK_FIN_07"", ""ORDER_003_U01_INSPECT_FINS""]",ORDER_003_U01_INSTALL_FIN_06,INSTALL_FIN,tray_01,ORDER_003_UNIT_01
